dataset_config,audio_column,label,n_words,raw_mean_flux,refined_mean_flux,percent_reduction
single_sentence_1k,audio__male,Male TTS,8,30.553048076108098,20.62451761910779,32.496039126008604
single_sentence_1k,audio__male,Male TTS,7,24.27078136395809,18.576090805534427,23.463152969933763
single_sentence_1k,audio__male,Male TTS,7,49.04889058215277,50.01016573988454,-1.9598305819409194
single_sentence_1k,audio__male,Male TTS,6,23.177245693902176,14.358778536541044,38.047951313219365
single_sentence_1k,audio__male,Male TTS,5,34.8765172903948,30.051301351067867,13.83514270977919
single_sentence_1k,audio__male,Male TTS,9,39.779270922752204,29.122068171572916,26.79084483945074
single_sentence_1k,audio__male,Male TTS,7,23.940915352797933,17.6612443789141,26.22987000014576
single_sentence_1k,audio__male,Male TTS,7,25.591811708440737,14.755254156821008,42.34384683303056
single_sentence_1k,audio__male,Male TTS,8,28.047216475009918,22.322541787449154,20.410847873839643
single_sentence_1k,audio__male,Male TTS,9,30.422448068857193,23.95172882429324,21.269554737732918
single_sentence_1k,audio__male,Male TTS,4,18.83306774031371,6.235597730301379,66.89016459621405
single_sentence_1k,audio__male,Male TTS,9,14.383177957601017,2.561175497594781,82.19325725410157
single_sentence_1k,audio__male,Male TTS,6,48.99476157377163,32.33134605823822,34.01060640012144
single_sentence_1k,audio__male,Male TTS,9,33.13199229041735,46.2965907565538,-39.73379672053104
single_sentence_1k,audio__male,Male TTS,7,32.66407150881631,9.122924687690102,72.07046070411722
single_sentence_1k,audio__male,Male TTS,6,38.83067589998245,32.55791455903949,16.154138952151996
single_sentence_1k,audio__male,Male TTS,6,18.450447739054425,17.468530977695856,5.321912916401083
single_sentence_1k,audio__male,Male TTS,8,41.39924751780927,33.72306779629267,18.54183392636409
single_sentence_1k,audio__male,Male TTS,6,27.818644059239887,19.757024697518016,28.979195911039476
single_sentence_1k,audio__male,Male TTS,4,12.844404574600048,5.271184826211538,58.961236423248735
single_sentence_1k,audio__male,Male TTS,10,27.514051892565202,23.57454638851012,14.318158297577416
single_sentence_1k,audio__male,Male TTS,6,64.9143471882544,31.956637782229034,50.77107116312298
single_sentence_1k,audio__male,Male TTS,6,51.74653432196283,27.639604207203192,46.586559719667854
single_sentence_1k,audio__male,Male TTS,4,45.23852428031205,17.141973648096286,62.10757552151954
single_sentence_1k,audio__male,Male TTS,4,24.697394646333123,11.392004965357977,53.873657005155515
single_sentence_1k,audio__male,Male TTS,6,37.482213271024385,15.851654433232568,57.708862284590104
single_sentence_1k,audio__male,Male TTS,6,57.029259383841925,34.67888817413283,39.19105990712132
single_sentence_1k,audio__male,Male TTS,4,34.4221202983999,29.817595149390428,13.376645915747133
single_sentence_1k,audio__male,Male TTS,8,64.48997362502269,21.48257149750134,66.68850940704074
single_sentence_1k,audio__male,Male TTS,9,16.467092723585665,13.275872932527111,19.379375853563996
single_sentence_1k,audio__male,Male TTS,7,34.379596206698416,37.02883782429957,-7.705854372672898
single_sentence_1k,audio__male,Male TTS,7,59.98679485384907,39.65825538051182,33.888357467448294
single_sentence_1k,audio__male,Male TTS,6,42.60883298664735,16.0889666351784,62.24030205140723
single_sentence_1k,audio__male,Male TTS,7,35.21905864588916,14.562276172667875,58.65228449435683
single_sentence_1k,audio__male,Male TTS,9,53.59861155351003,29.583326571000118,44.805796804147285
single_sentence_1k,audio__male,Male TTS,7,36.09545120380686,15.408629800585913,57.31143596575732
single_sentence_1k,audio__male,Male TTS,3,61.08292237917582,49.270683313409485,19.338038531360972
single_sentence_1k,audio__male,Male TTS,6,44.363125122591704,29.00602859076268,34.61680503659671
single_sentence_1k,audio__male,Male TTS,6,68.20880505939324,15.864176114710668,76.74174749008307
single_sentence_1k,audio__male,Male TTS,8,31.31935660308227,18.10597012922517,42.18920152579608
single_sentence_1k,audio__male,Male TTS,6,52.291230936845146,45.10082521958005,13.750691250602463
single_sentence_1k,audio__male,Male TTS,7,37.08691919488566,11.52057041113481,68.93629705234854
single_sentence_1k,audio__male,Male TTS,10,52.15222846269607,28.86343722497113,44.65540960418051
single_sentence_1k,audio__male,Male TTS,10,25.863639581529423,15.89017341111321,38.56172731984243
single_sentence_1k,audio__male,Male TTS,10,43.59535372853279,38.51559431661153,11.652066051700825
single_sentence_1k,audio__male,Male TTS,6,37.236531793642676,40.311273846136224,-8.257326620892478
single_sentence_1k,audio__male,Male TTS,5,28.545512948530682,21.62179336489776,24.255018980099663
single_sentence_1k,audio__male,Male TTS,9,24.206329461358767,17.174303336450976,29.05036113027053
single_sentence_1k,audio__male,Male TTS,6,52.122642503326766,12.78141530950476,75.47819010003383
single_sentence_1k,audio__male,Male TTS,8,50.397203291999176,23.391847234337547,53.58502911598841
single_sentence_1k,audio__male,Male TTS,8,53.16478234552051,34.14571512337821,35.77380811706602
single_sentence_1k,audio__male,Male TTS,7,29.75594163792474,10.594776337375931,64.39441753752936
single_sentence_1k,audio__male,Male TTS,7,44.32881755115731,17.79511341567351,59.856557429854284
single_sentence_1k,audio__male,Male TTS,7,26.110127583146095,15.436604927144279,40.87886059542467
single_sentence_1k,audio__male,Male TTS,7,17.91540963303799,4.843717745247496,72.96339941725282
single_sentence_1k,audio__male,Male TTS,6,36.693225126713514,13.184677628586845,64.06781474494021
single_sentence_1k,audio__male,Male TTS,7,30.922288163964236,19.904760797516378,35.62972865406287
single_sentence_1k,audio__male,Male TTS,10,35.41755824536085,23.286265586531954,34.252199360518894
single_sentence_1k,audio__male,Male TTS,7,58.952528544834685,41.95249770711858,28.836813716628303
single_sentence_1k,audio__male,Male TTS,9,22.58970820760899,9.318880828039255,58.74722797481582
single_sentence_1k,audio__male,Male TTS,7,35.844466073172434,4.9855088412961255,86.09127324949193
single_sentence_1k,audio__male,Male TTS,7,36.185737625296625,23.692077800467814,34.52647546997847
single_sentence_1k,audio__male,Male TTS,9,17.55907928612497,12.173286283110631,30.672411208201243
single_sentence_1k,audio__male,Male TTS,6,46.55245167477787,34.28776254185747,26.34595749887307
single_sentence_1k,audio__male,Male TTS,6,42.128672330536425,9.516875034853001,77.40998111645969
single_sentence_1k,audio__male,Male TTS,6,49.24911420587307,46.8131499432493,4.946209291076499
single_sentence_1k,audio__male,Male TTS,9,35.28714263689531,18.23124834934611,48.33458595119007
single_sentence_1k,audio__male,Male TTS,9,17.17452578039633,3.0697822506675343,82.12595625684465
single_sentence_1k,audio__male,Male TTS,7,39.36894077022061,3.5969106878778736,90.86358276979948
single_sentence_1k,audio__male,Male TTS,7,26.221987786092118,22.111227467961942,15.676768487820294
single_sentence_1k,audio__male,Male TTS,7,24.657060401780264,19.25033112618673,21.927712336719438
single_sentence_1k,audio__male,Male TTS,9,60.10822726159737,39.7509839032201,33.867648882374105
single_sentence_1k,audio__male,Male TTS,7,38.68753887606518,18.506578453051457,52.16398098535826
single_sentence_1k,audio__male,Male TTS,7,35.833105992459295,25.385040920115507,29.15757588678602
single_sentence_1k,audio__male,Male TTS,8,36.753161653876305,27.741660032179425,24.51898344573153
single_sentence_1k,audio__male,Male TTS,8,72.94828369561583,30.891051235341365,57.65349139091821
single_sentence_1k,audio__male,Male TTS,9,26.666534235080082,28.026031233991187,-5.098139064215828
single_sentence_1k,audio__male,Male TTS,5,67.98411305935588,53.59620380607303,21.163634569625096
single_sentence_1k,audio__male,Male TTS,6,37.16785033543905,22.039418912977755,40.70300349879675
single_sentence_1k,audio__male,Male TTS,4,49.18968630954623,7.596440023102332,84.55684393818122
single_sentence_1k,audio__male,Male TTS,7,35.233190691472764,15.830521883323204,55.069292412524675
single_sentence_1k,audio__male,Male TTS,10,26.72482878263993,20.53627533931285,23.156569097823645
single_sentence_1k,audio__male,Male TTS,9,47.58854030377956,21.323319315039246,55.19232323806807
single_sentence_1k,audio__male,Male TTS,4,23.00764345459902,5.248763183320038,77.18687185987812
single_sentence_1k,audio__male,Male TTS,5,24.480735349655152,7.320489933076897,70.09693610702746
single_sentence_1k,audio__male,Male TTS,4,18.33182444024169,2.9218588548380175,84.06127625560276
single_sentence_1k,audio__male,Male TTS,5,20.067668782174586,11.419754797685892,43.093764793299435
single_sentence_1k,audio__male,Male TTS,9,42.59581409934819,21.812558502653992,48.79177927723238
single_sentence_1k,audio__male,Male TTS,6,16.279732992251713,7.907401866648191,51.427938834060164
single_sentence_1k,audio__male,Male TTS,6,35.114824398731194,18.689904614514187,46.77488800089369
single_sentence_1k,audio__male,Male TTS,7,39.15682255679504,26.52327732242831,32.26396936585546
single_sentence_1k,audio__male,Male TTS,6,30.58183670818653,30.719183595465353,-0.44911261736629765
single_sentence_1k,audio__male,Male TTS,4,22.956909913336858,5.715687190959443,75.10254118460907
single_sentence_1k,audio__male,Male TTS,5,20.39223381280899,13.449188435332326,34.0474978916509
single_sentence_1k,audio__male,Male TTS,9,26.88832451051308,18.414919260960637,31.513325593193514
single_sentence_1k,audio__male,Male TTS,9,47.40832433425304,30.24855922226632,36.19567945705391
single_sentence_1k,audio__male,Male TTS,6,18.92819279368632,19.064762826744616,-0.7215164941887577
single_sentence_1k,audio__male,Male TTS,6,34.190940878566835,25.92440486328702,24.17756225147297
single_sentence_1k,audio__male,Male TTS,9,84.23218112799805,40.33261069608597,52.11733786781907
single_sentence_1k,audio__male,Male TTS,7,65.4708251442228,30.417389349736936,53.54054377238746
single_sentence_1k,audio__male,Male TTS,8,24.06854635924566,17.205315306711515,28.515353399802272
single_sentence_1k,audio__male,Male TTS,8,33.516495470074005,6.197220010311614,81.50994033417082
single_sentence_1k,audio__male,Male TTS,8,16.738975832887434,5.375541129120835,67.88608106740084
single_sentence_1k,audio__male,Male TTS,9,25.97892174186806,13.21431643792697,49.13446920843309
single_sentence_1k,audio__male,Male TTS,6,28.997768352235045,4.458822293758751,84.62356744285434
single_sentence_1k,audio__male,Male TTS,5,13.155112691386602,6.07477450946194,53.82195005110493
single_sentence_1k,audio__male,Male TTS,4,73.92073670669924,1.7612131829638988,97.61743015366311
single_sentence_1k,audio__male,Male TTS,7,39.68382735843105,13.285953519103568,66.5204835231678
single_sentence_1k,audio__male,Male TTS,6,35.948862411084214,22.93157867595552,36.21055817086172
single_sentence_1k,audio__male,Male TTS,10,32.65815794169903,30.613394714567608,6.2611101054190215
single_sentence_1k,audio__male,Male TTS,8,66.84987182915211,53.38339252942839,20.144360686494554
single_sentence_1k,audio__male,Male TTS,5,69.66485543247427,14.832508460763515,78.70876445707897
single_sentence_1k,audio__male,Male TTS,6,41.12085125346979,29.077493804611674,29.287714338943537
single_sentence_1k,audio__male,Male TTS,9,44.13379574318727,23.40775623506005,46.96183312382916
single_sentence_1k,audio__male,Male TTS,5,84.4697317712009,65.09203206331644,22.94040634623051
single_sentence_1k,audio__male,Male TTS,10,31.072676629468333,13.293173840264737,57.219089945866095
single_sentence_1k,audio__male,Male TTS,6,30.7352413435777,31.659078620288994,-3.005791515947649
single_sentence_1k,audio__male,Male TTS,8,38.390987309627235,12.071494665367656,68.55643599887178
single_sentence_1k,audio__male,Male TTS,4,9.195744827622548,0.5182651072924143,94.36407689635287
single_sentence_1k,audio__male,Male TTS,9,19.023603475508203,13.93526829794722,26.747483378277533
single_sentence_1k,audio__male,Male TTS,4,18.07886600517668,6.642164117351058,63.2600622436764
single_sentence_1k,audio__male,Male TTS,10,30.94766295151785,24.67234669121758,20.27718949289026
single_sentence_1k,audio__male,Male TTS,4,27.50934810785111,3.76893602909513,86.29943532533407
single_sentence_1k,audio__male,Male TTS,6,30.375293793208716,23.34949722286667,23.12997075245694
single_sentence_1k,audio__male,Male TTS,9,18.480022965723442,8.063629093079232,56.36569766154745
single_sentence_1k,audio__male,Male TTS,7,32.31816333259589,20.037053970838226,38.000641420643525
single_sentence_1k,audio__male,Male TTS,5,38.8923610572936,24.322100385873387,37.463039721235454
single_sentence_1k,audio__male,Male TTS,5,38.65223626255841,23.276158689626026,39.78056397173288
single_sentence_1k,audio__male,Male TTS,7,25.817989079497888,18.48159103179655,28.41583837188615
single_sentence_1k,audio__male,Male TTS,2,4.411795925494516,0.0012373281679174397,99.97195409332586
single_sentence_1k,audio__male,Male TTS,8,20.3696388056851,13.52957159765566,33.57971770280187
single_sentence_1k,audio__male,Male TTS,10,30.936693401262165,13.667649394205842,55.820587491589436
single_sentence_1k,audio__male,Male TTS,6,10.828659330805143,8.194180534588838,24.328762367856516
single_sentence_1k,audio__male,Male TTS,8,42.82380729727447,25.445353944566875,40.58128982336807
single_sentence_1k,audio__male,Male TTS,5,40.34475221633911,12.929111716989429,67.95342391084682
single_sentence_1k,audio__male,Male TTS,4,32.22724090516567,25.702640090971727,20.24560784894286
single_sentence_1k,audio__male,Male TTS,8,45.8464081697166,31.295085340711466,31.739286478317545
single_sentence_1k,audio__male,Male TTS,9,11.109165969181857,8.853531557442984,20.304264226461914
single_sentence_1k,audio__male,Male TTS,9,21.056799167560207,15.271851812171636,27.47306135825608
single_sentence_1k,audio__male,Male TTS,7,12.032661412443433,8.986381840685551,25.316756346252777
single_sentence_1k,audio__male,Male TTS,9,22.991159656188554,9.376818134243962,59.215549478731944
single_sentence_1k,audio__male,Male TTS,8,29.24489952158183,11.763782701076567,59.774925222788816
single_sentence_1k,audio__male,Male TTS,8,9.670216545433505,8.694158189162172,10.093448804228167
single_sentence_1k,audio__male,Male TTS,9,19.166632002762828,8.658023735040876,54.827620555385835
single_sentence_1k,audio__male,Male TTS,8,26.641419031191617,6.823333271589136,74.38825137805003
single_sentence_1k,audio__male,Male TTS,10,14.203723319247365,6.207414555321156,56.297272089850324
single_sentence_1k,audio__male,Male TTS,6,36.05195368329684,32.48335483530536,9.898489494745009
single_sentence_1k,audio__male,Male TTS,7,44.083807710292085,24.398882742942078,44.65341355427934
single_sentence_1k,audio__male,Male TTS,6,16.744079190114576,7.121552068429689,57.468237055196596
single_sentence_1k,audio__male,Male TTS,8,21.60413403995335,20.134360892957886,6.803203240071354
single_sentence_1k,audio__male,Male TTS,4,4.704293368610706,7.3726183330999255,-56.72105788073419
single_sentence_1k,audio__male,Male TTS,8,18.82428966090083,12.152343644967914,35.443281718039785
single_sentence_1k,audio__male,Male TTS,7,19.870840781833977,5.731184304072356,71.15781678794471
single_sentence_1k,audio__male,Male TTS,6,30.946216111381847,16.22982917616567,47.55472165724188
single_sentence_1k,audio__male,Male TTS,8,17.609282237943262,7.144134722541821,59.42972219987403
single_sentence_1k,audio__male,Male TTS,7,20.783741122477554,6.021276479092194,71.02890935944058
single_sentence_1k,audio__male,Male TTS,8,26.16181408893317,9.201521053060787,64.82842886283957
single_sentence_1k,audio__male,Male TTS,6,45.780636652333975,11.253199818209396,75.41930248006787
single_sentence_1k,audio__male,Male TTS,9,30.036803053485023,17.025134638591226,43.31908556221704
single_sentence_1k,audio__male,Male TTS,4,19.233390783086733,10.39418948520074,45.95758177834624
single_sentence_1k,audio__male,Male TTS,9,30.38192881995605,26.23255143850272,13.657386290523647
single_sentence_1k,audio__male,Male TTS,9,38.678915192394086,20.19337957662607,47.792280429320456
single_sentence_1k,audio__male,Male TTS,7,39.699548717056004,36.76547444930644,7.3906992965111655
single_sentence_1k,audio__male,Male TTS,7,46.68785935214588,25.959433514044445,44.39789299774077
single_sentence_1k,audio__male,Male TTS,8,16.60582999905455,10.30889767263966,37.920009579607914
single_sentence_1k,audio__male,Male TTS,6,25.212243830164272,11.478738981322666,54.471569215948385
single_sentence_1k,audio__male,Male TTS,7,73.47450858673879,28.793155562028655,60.81204744903125
single_sentence_1k,audio__male,Male TTS,7,18.484159800623143,16.675192428447367,9.786581547054094
