sample_id,row_index,audio_column,transcript,n_segments,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,top_abs_sv,top1_top2_gap,top1_top2_ratio,top1_share,abs_sv_entropy_norm,abs_sv_gini,original_similarity,deleted_similarity,deletion_drop,cumulative_similarity,cumulative_drop,cumulative_n_deleted,tfidf_original_sim,tfidf_deleted_sim,tfidf_deletion_drop,tfidf_cumulative_sim,tfidf_cumulative_drop,seqmatch_deleted_sim,seqmatch_deletion_drop,seqmatch_cumulative_sim,seqmatch_cumulative_drop,segment_start_sec,segment_end_sec,mask_duration_sec,runtime_sec
113,113,audio__original,EVER YOUR'S W H,4,2,3,W,0.0233418105469484,0.0233418105469484,0.2157104494649699,0.0469248313456773,0.0184479258954525,1.647820539344674,0.4336500135790574,0.9071839447761544,0.2714960471724916,0.9921875,0.462890625,0.529296875,0.328125,0.6640625,3,1.0,0.3030457633656633,0.6969542366343366,0.0,1.0,0.2571428571428571,0.7428571428571429,0.1034482758620689,0.896551724137931,1.802375,2.7933125,0.9909375,2.024630526750116
113,113,audio__original,EVER YOUR'S W H,4,1,4,YOUR'S,0.0094654447997787,0.0094654447997787,0.087473735083205,0.0469248313456773,0.0184479258954525,1.647820539344674,0.4336500135790574,0.9071839447761544,0.2714960471724916,0.9921875,0.9609375,0.03125,0.3046875,0.6875,4,1.0,0.8250286473253902,0.1749713526746098,0.2182178902359924,0.7817821097640075,0.5714285714285714,0.4285714285714286,0.2191780821917808,0.7808219178082192,0.763625,1.2258125,0.4621875,2.024630526750116
116,116,audio__original,FACE AND FIGURE I,4,2,1,FIGURE,0.0296677718870341,0.0296677718870341,0.2771877074029583,0.0296677718870341,0.000314695877023,1.0107210183421558,0.2771877074029583,0.9955900382182912,0.0588871885491406,1.0,0.130859375,0.869140625,0.62890625,0.37109375,1,1.0,0.0,1.0,0.2132007163556104,0.7867992836443896,0.4,0.6,0.2253521126760563,0.7746478873239436,0.9575625,1.2620625,0.3045,2.079037078499823
116,116,audio__original,FACE AND FIGURE I,4,3,2,I,0.0293530760100111,0.0293530760100111,0.2742474856359403,0.0296677718870341,0.000314695877023,1.0107210183421558,0.2771877074029583,0.9955900382182912,0.0588871885491406,1.0,0.74609375,0.25390625,0.404296875,0.595703125,2,1.0,1.0000000000000002,-2.220446049250313e-16,0.4545454545454546,0.5454545454545454,1.0,0.0,0.6190476190476191,0.3809523809523809,1.38225,2.584375,1.202125,2.079037078499823
116,116,audio__original,FACE AND FIGURE I,4,0,3,FACE,0.0254430908709764,0.0254430908709764,0.2377162685025661,0.0296677718870341,0.000314695877023,1.0107210183421558,0.2771877074029583,0.9955900382182912,0.0588871885491406,1.0,0.55078125,0.44921875,0.32421875,0.67578125,3,1.0,0.1818181818181818,0.8181818181818181,0.3636363636363636,0.6363636363636364,0.3368421052631579,0.6631578947368422,0.3870967741935484,0.6129032258064516,0.2405,0.6009375,0.3604375,2.079037078499823
116,116,audio__original,FACE AND FIGURE I,4,1,4,AND,0.0225674007087945,0.0225674007087945,0.2108485291154774,0.0296677718870341,0.000314695877023,1.0107210183421558,0.2771877074029583,0.9955900382182912,0.0588871885491406,1.0,0.75,0.25,0.474609375,0.525390625,4,1.0,1.0000000000000002,-2.220446049250313e-16,0.2611164839335468,0.7388835160664532,1.0,0.0,0.404040404040404,0.595959595959596,0.6490625,0.861375,0.2123125,2.079037078499823
144,144,audio__original,HE SAID WHY YOU,4,0,1,HE,0.0395753108896315,0.0395753108896315,0.2695892221464104,0.0395753108896315,0.0020452384836971,1.0544959627863073,0.2695892221464104,0.9986031287148058,0.0340454066717219,1.0,0.234375,0.765625,0.494140625,0.505859375,1,1.0,0.0,1.0,0.1672484020014182,0.8327515979985818,0.1643835616438356,0.8356164383561644,0.2666666666666666,0.7333333333333334,0.201875,0.4423125,0.2404375,2.0139399362487893
144,144,audio__original,HE SAID WHY YOU,4,1,2,SAID,0.0375300724059343,0.0375300724059343,0.2556569436745745,0.0395753108896315,0.0020452384836971,1.0544959627863073,0.2695892221464104,0.9986031287148058,0.0340454066717219,1.0,0.52734375,0.47265625,0.431640625,0.568359375,2,1.0,0.0769230769230769,0.923076923076923,0.1672484020014182,0.8327515979985818,0.3255813953488372,0.6744186046511628,0.2666666666666666,0.7333333333333334,0.4831875,0.845625,0.3624375,2.0139399362487893
144,144,audio__original,HE SAID WHY YOU,4,3,3,YOU,0.0364074017852544,0.0364074017852544,0.248009248873142,0.0395753108896315,0.0020452384836971,1.0544959627863073,0.2695892221464104,0.9986031287148058,0.0340454066717219,1.0,0.73828125,0.26171875,0.193359375,0.806640625,3,1.0,0.4615384615384617,0.5384615384615383,0.2508726030021272,0.7491273969978727,0.5,0.5,0.2886597938144329,0.711340206185567,2.05375,2.10375,0.05,2.0139399362487893
144,144,audio__original,HE SAID WHY YOU,4,2,4,WHY,0.0332857786931774,0.0332857786931774,0.2267445784938174,0.0395753108896315,0.0020452384836971,1.0544959627863073,0.2695892221464104,0.9986031287148058,0.0340454066717219,1.0,0.91015625,0.08984375,0.53515625,0.46484375,4,1.0,0.3706246583305508,0.6293753416694492,0.0800640769025436,0.9199359230974564,0.18,0.8200000000000001,0.2912621359223301,0.7087378640776699,1.1945,1.9731875,0.7786875,2.0139399362487893
