dataset_config,audio_column,label,sample_idx,boundary_idx,flux_raw,flux_mid,flux_refined,boundary_refined
single_sentence_1k,audio__male,Male TTS,12,0,14.432087898254395,45.4604377746582,0.7216789722442627,False
single_sentence_1k,audio__male,Male TTS,12,1,17.00886344909668,120.46990966796875,17.00886344909668,False
single_sentence_1k,audio__male,Male TTS,12,2,0.3078514635562897,0.0045618778094649315,0.3078514635562897,False
single_sentence_1k,audio__male,Male TTS,12,3,106.56169891357422,116.32783508300781,33.216556549072266,False
single_sentence_1k,audio__male,Male TTS,12,4,7.451898574829102,9.449339866638184,3.220750331878662,True
single_sentence_1k,audio__male,Male TTS,13,0,9.976338386535645,24.621234893798828,13.621101379394531,False
single_sentence_1k,audio__male,Male TTS,13,1,9.250117301940918,14.742316246032715,2.608344078063965,False
single_sentence_1k,audio__male,Male TTS,13,2,28.29921531677246,32.63994216918945,28.29921531677246,False
single_sentence_1k,audio__male,Male TTS,14,0,7.287663459777832,0.2377011477947235,6.041579723358154,False
single_sentence_1k,audio__male,Male TTS,14,1,58.60371780395508,79.87567138671875,58.60371780395508,False
single_sentence_1k,audio__male,Male TTS,14,2,29.843406677246094,0.7923758029937744,1.0557242631912231,True
single_sentence_1k,audio__male,Male TTS,14,3,0.002015246544033289,39.87712478637695,0.002015246544033289,False
single_sentence_1k,audio__male,Male TTS,14,4,0.3853790760040283,0.7567254304885864,0.3853790760040283,False
single_sentence_1k,audio__male,Male TTS,14,5,0.026628151535987854,0.7341419458389282,0.026628151535987854,True
single_sentence_1k,audio__male,Male TTS,14,6,25.45899200439453,25.593547821044922,19.3507137298584,False
single_sentence_1k,audio__male,Male TTS,14,7,13.203503608703613,5.533478260040283,13.203503608703613,False
single_sentence_1k,audio__male,Male TTS,14,8,70.18496704101562,17.3193302154541,40.42627716064453,False
single_sentence_1k,audio__male,Male TTS,15,0,32.96665573120117,19.909143447875977,1.4174350500106812,False
single_sentence_1k,audio__male,Male TTS,15,1,7.002063274383545,6.131101608276367,6.131101608276367,False
single_sentence_1k,audio__male,Male TTS,15,2,236.3585968017578,2.474924087524414,60.9746208190918,False
single_sentence_1k,audio__male,Male TTS,15,3,0.33989083766937256,72.69196319580078,0.33989083766937256,False
single_sentence_1k,audio__male,Male TTS,15,4,0.015484337694942951,0.08555956929922104,0.014020159840583801,True
single_sentence_1k,audio__male,Male TTS,16,0,7.714685440063477,23.52205467224121,31.915611267089844,False
single_sentence_1k,audio__male,Male TTS,16,1,13.548422813415527,10.344732284545898,4.452178478240967,False
single_sentence_1k,audio__male,Male TTS,16,2,68.71190643310547,0.5941796898841858,0.5941796898841858,False
single_sentence_1k,audio__male,Male TTS,16,3,2.6396484375,0.06323688477277756,2.2132887840270996,False
single_sentence_1k,audio__male,Male TTS,16,4,5.713149070739746,28.95410919189453,5.713149070739746,False
single_sentence_1k,audio__male,Male TTS,16,5,0.10650232434272766,0.029959892854094505,0.10650232434272766,True
single_sentence_1k,audio__male,Male TTS,16,6,63.727108001708984,0.46626701951026917,0.46626701951026917,False
single_sentence_1k,audio__male,Male TTS,17,0,118.682373046875,71.94161987304688,3.4243528842926025,False
single_sentence_1k,audio__male,Male TTS,17,1,3.04536509513855,12.071365356445312,6.724522590637207,False
single_sentence_1k,audio__male,Male TTS,17,2,0.026578789576888084,0.0042809778824448586,0.0015218444168567657,False
single_sentence_1k,audio__male,Male TTS,17,3,11.953317642211914,4.861998081207275,8.072893142700195,True
single_sentence_1k,audio__male,Male TTS,17,4,5.045688629150391,0.5881398916244507,0.5881398916244507,False
single_sentence_1k,audio__male,Male TTS,17,5,0.4400096535682678,0.05731218308210373,0.20374031364917755,False
single_sentence_1k,audio__male,Male TTS,18,0,31.800844192504883,30.93709373474121,1.4056259393692017,False
single_sentence_1k,audio__male,Male TTS,18,1,8.65781021118164,0.030389180406928062,0.07942506670951843,False
single_sentence_1k,audio__male,Male TTS,18,2,32.15824508666992,97.25299835205078,32.15824508666992,True
single_sentence_1k,audio__male,Male TTS,18,3,0.03673623502254486,0.3239186704158783,0.03673623502254486,True
single_sentence_1k,audio__male,Male TTS,18,4,39.62471008300781,45.43988037109375,39.62471008300781,True
single_sentence_1k,audio__male,Male TTS,18,5,1.5629366636276245,0.9284438490867615,1.5629366636276245,False
single_sentence_1k,audio__male,Male TTS,18,6,1.216353178024292,0.7922115325927734,0.055423762649297714,False
single_sentence_1k,audio__male,Male TTS,19,0,98.26338195800781,84.84545135498047,3.9956107139587402,False
single_sentence_1k,audio__male,Male TTS,19,1,8.83245849609375,0.09357395768165588,0.5190420150756836,False
single_sentence_1k,audio__male,Male TTS,19,2,17.624187469482422,51.96287536621094,26.280319213867188,False
single_sentence_1k,audio__male,Male TTS,19,3,77.398193359375,138.75015258789062,58.475860595703125,False
single_sentence_1k,audio__male,Male TTS,19,4,3.07102632522583,2.2485647201538086,3.07102632522583,True
single_sentence_1k,audio__male,Male TTS,20,0,43.26557922363281,35.35382080078125,2.763510227203369,False
single_sentence_1k,audio__male,Male TTS,20,1,5.19122314453125,0.01500285230576992,0.139052152633667,False
single_sentence_1k,audio__male,Male TTS,20,2,14.309764862060547,7.275652885437012,1.9090081453323364,False
single_sentence_1k,audio__male,Male TTS,20,3,40.72544860839844,5.375254154205322,5.280116081237793,False
single_sentence_1k,audio__male,Male TTS,20,4,45.20235061645508,0.14233176410198212,0.19851094484329224,False
single_sentence_1k,audio__male,Male TTS,20,5,18.980234146118164,12.752687454223633,18.980234146118164,True
single_sentence_1k,audio__male,Male TTS,20,6,0.07825704663991928,0.20041166245937347,0.001971407560631633,False
single_sentence_1k,audio__male,Male TTS,20,7,0.2729349136352539,15.686051368713379,0.2729349136352539,True
single_sentence_1k,audio__male,Male TTS,20,8,0.008852647617459297,0.03243757784366608,0.01751151867210865,True
single_sentence_1k,audio__male,Male TTS,21,0,3.4276461601257324,36.179508209228516,65.88312530517578,False
single_sentence_1k,audio__male,Male TTS,21,1,4.880178928375244,0.008180389180779457,0.029169362038373947,False
single_sentence_1k,audio__male,Male TTS,21,2,199.22010803222656,195.1747589111328,199.22010803222656,False
single_sentence_1k,audio__male,Male TTS,21,3,11.103435516357422,3.6144707202911377,11.584165573120117,True
single_sentence_1k,audio__male,Male TTS,21,4,132.66909790039062,5.277223110198975,132.66909790039062,False
single_sentence_1k,audio__male,Male TTS,21,5,104.8818359375,223.05197143554688,76.29450225830078,False
single_sentence_1k,audio__male,Male TTS,21,6,0.6930647492408752,9.046350479125977,0.08733087033033371,False
single_sentence_1k,audio__male,Male TTS,21,7,124.07015228271484,14.40756893157959,0.623474657535553,True
single_sentence_1k,audio__male,Male TTS,22,0,53.61432647705078,6.192551612854004,5.4679646492004395,False
single_sentence_1k,audio__male,Male TTS,22,1,5.839006423950195,3.457134962081909,1.8864673376083374,False
single_sentence_1k,audio__male,Male TTS,23,0,16.876893997192383,60.93888854980469,57.86387252807617,False
single_sentence_1k,audio__male,Male TTS,23,1,7.915074348449707,0.4910115897655487,1.1104137897491455,True
single_sentence_1k,audio__male,Male TTS,23,2,0.26825419068336487,40.86262130737305,0.26825419068336487,False
single_sentence_1k,audio__male,Male TTS,23,3,3.5230770111083984,1.6477808952331543,1.2605855464935303,False
single_sentence_1k,audio__male,Male TTS,23,4,28.982789993286133,23.64912223815918,37.92320251464844,False
single_sentence_1k,audio__male,Male TTS,23,5,0.6396174430847168,30.73977279663086,0.6396174430847168,True
single_sentence_1k,audio__male,Male TTS,23,6,3.101954698562622,1.2789593935012817,3.101954698562622,True
single_sentence_1k,audio__male,Male TTS,24,0,9.521747589111328,15.161581993103027,4.038724899291992,True
single_sentence_1k,audio__male,Male TTS,24,1,2.6808464527130127,0.7315113544464111,2.6808464527130127,False
single_sentence_1k,audio__male,Male TTS,24,2,64.32408905029297,0.061069510877132416,16.086864471435547,False
single_sentence_1k,audio__male,Male TTS,24,3,5.642775535583496,10.23206901550293,5.642775535583496,True
single_sentence_1k,audio__male,Male TTS,24,4,0.29900097846984863,1.437828540802002,0.29900097846984863,False
single_sentence_1k,audio__male,Male TTS,26,0,0.01782907173037529,0.2346915602684021,0.01782907173037529,True
single_sentence_1k,audio__male,Male TTS,26,1,11.310955047607422,5.798861026763916,11.310955047607422,False
single_sentence_1k,audio__male,Male TTS,26,2,40.66559982299805,57.23472595214844,67.73961639404297,False
single_sentence_1k,audio__male,Male TTS,26,3,5.0887250900268555,23.955778121948242,5.0887250900268555,True
single_sentence_1k,audio__male,Male TTS,26,4,63.175498962402344,69.35283660888672,63.175498962402344,False
single_sentence_1k,audio__male,Male TTS,26,5,17.551998138427734,21.12787628173828,17.551998138427734,False
single_sentence_1k,audio__male,Male TTS,26,6,5.91660213470459,0.23661690950393677,0.2358858436346054,True
single_sentence_1k,audio__male,Male TTS,27,0,2.751723527908325,7.814429759979248,2.751723527908325,True
single_sentence_1k,audio__male,Male TTS,27,1,4.4371018409729,0.2733336389064789,0.2733336389064789,True
single_sentence_1k,audio__male,Male TTS,27,2,19.852741241455078,126.77845001220703,19.852741241455078,True
single_sentence_1k,audio__male,Male TTS,27,3,0.6143232583999634,0.5463895797729492,0.6143232583999634,True
single_sentence_1k,audio__male,Male TTS,27,4,52.18339157104492,12.377695083618164,71.03357696533203,False
single_sentence_1k,audio__male,Male TTS,27,5,34.19567108154297,51.79619216918945,17.78078269958496,False
single_sentence_1k,audio__male,Male TTS,28,0,7.7541608810424805,21.068819046020508,7.7541608810424805,False
single_sentence_1k,audio__male,Male TTS,28,1,0.2083692103624344,0.11442109942436218,0.2083692103624344,True
single_sentence_1k,audio__male,Male TTS,28,2,17.914220809936523,9.044845581054688,28.068899154663086,True
single_sentence_1k,audio__male,Male TTS,28,3,35.94758605957031,0.014825737103819847,0.011882543563842773,False
single_sentence_1k,audio__male,Male TTS,28,4,12.465340614318848,0.1097702831029892,0.49396225810050964,False
single_sentence_1k,audio__male,Male TTS,28,5,0.010850202292203903,0.12727561593055725,0.010850202292203903,True
single_sentence_1k,audio__male,Male TTS,28,6,17.529247283935547,3.6225531101226807,2.4276609420776367,False
single_sentence_1k,audio__male,Male TTS,29,0,4.923194885253906,7.252756118774414,4.923194885253906,False
single_sentence_1k,audio__male,Male TTS,29,1,1.466304898262024,0.2720322012901306,1.466304898262024,True
single_sentence_1k,audio__male,Male TTS,29,2,3.134422779083252,0.323371559381485,3.134422779083252,True
single_sentence_1k,audio__male,Male TTS,29,3,15.433279991149902,95.9716796875,15.433279991149902,False
single_sentence_1k,audio__male,Male TTS,29,4,46.90144729614258,0.038767050951719284,0.031226739287376404,True
single_sentence_1k,audio__male,Male TTS,29,5,1.6864384412765503,8.216018676757812,1.6864384412765503,False
single_sentence_1k,audio__male,Male TTS,29,6,0.6005492806434631,0.06245505437254906,0.061394914984703064,True
single_sentence_1k,audio__male,Male TTS,30,0,4.356265544891357,21.2224178314209,4.356265544891357,True
single_sentence_1k,audio__male,Male TTS,30,1,3.098115921020508,0.0894358828663826,3.098115921020508,True
single_sentence_1k,audio__male,Male TTS,30,2,0.25620466470718384,0.635766863822937,0.25620466470718384,False
single_sentence_1k,audio__male,Male TTS,30,3,4.927425384521484,11.915016174316406,6.097198963165283,False
single_sentence_1k,audio__male,Male TTS,30,4,23.042295455932617,39.48433303833008,23.042295455932617,False
single_sentence_1k,audio__male,Male TTS,30,5,6.388551235198975,16.418458938598633,6.388551235198975,False
single_sentence_1k,audio__male,Male TTS,31,0,4.036393165588379,51.42496109008789,4.036393165588379,False
single_sentence_1k,audio__male,Male TTS,31,1,0.6578931212425232,0.012876049615442753,0.6578931212425232,True
single_sentence_1k,audio__male,Male TTS,31,2,22.377277374267578,37.927490234375,19.88957405090332,False
single_sentence_1k,audio__male,Male TTS,31,3,42.69596481323242,13.014545440673828,42.69596481323242,False
single_sentence_1k,audio__male,Male TTS,31,4,1.7905882596969604,0.26328083872795105,0.3624305725097656,False
single_sentence_1k,audio__male,Male TTS,31,5,1.6302341222763062,0.5351301431655884,0.07382510602474213,False
single_sentence_1k,audio__male,Male TTS,32,0,3.5483150482177734,69.28982543945312,3.5483150482177734,False
single_sentence_1k,audio__male,Male TTS,32,1,2.5655577182769775,0.0028469653334468603,2.5655577182769775,True
single_sentence_1k,audio__male,Male TTS,32,2,22.094526290893555,168.30023193359375,83.70160675048828,False
single_sentence_1k,audio__male,Male TTS,32,3,0.09751127660274506,0.16840900480747223,0.09751127660274506,False
single_sentence_1k,audio__male,Male TTS,32,4,14.649292945861816,62.24586868286133,14.649292945861816,True
single_sentence_1k,audio__male,Male TTS,32,5,4.645748138427734,135.5641632080078,4.645748138427734,True
single_sentence_1k,audio__male,Male TTS,32,6,29.051986694335938,33.57895278930664,29.051986694335938,True
single_sentence_1k,audio__male,Male TTS,32,7,24.685068130493164,41.55211639404297,24.685068130493164,False
single_sentence_1k,audio__male,Male TTS,32,8,0.07975593954324722,5.601873874664307,0.07975593954324722,False
single_sentence_1k,audio__male,Male TTS,33,0,6.099739074707031,8.647075653076172,6.099739074707031,False
single_sentence_1k,audio__male,Male TTS,33,1,3.4935083389282227,13.185291290283203,3.4935083389282227,True
single_sentence_1k,audio__male,Male TTS,33,2,100.53462982177734,48.07884216308594,106.6435317993164,False
single_sentence_1k,audio__male,Male TTS,33,3,0.1593945026397705,7.888023853302002,0.1593945026397705,True
single_sentence_1k,audio__male,Male TTS,33,4,0.9539067149162292,0.009996953420341015,0.011257532052695751,True
single_sentence_1k,audio__male,Male TTS,34,0,5.910544395446777,1.4288148880004883,5.910544395446777,False
single_sentence_1k,audio__male,Male TTS,34,1,3.239624500274658,0.06058883294463158,31.008188247680664,True
single_sentence_1k,audio__male,Male TTS,34,2,111.81999969482422,61.12440872192383,105.77763366699219,False
single_sentence_1k,audio__male,Male TTS,34,3,25.427839279174805,6.418132305145264,7.942599773406982,False
single_sentence_1k,audio__male,Male TTS,34,4,45.71879577636719,0.046819671988487244,0.046819671988487244,True
single_sentence_1k,audio__male,Male TTS,34,5,5.734623908996582,0.02369845099747181,5.734623908996582,True
single_sentence_1k,audio__male,Male TTS,34,6,0.8514385223388672,75.9237060546875,0.8514385223388672,False
single_sentence_1k,audio__male,Male TTS,34,7,15.667123794555664,0.19817408919334412,0.5257498025894165,True
single_sentence_1k,audio__male,Male TTS,35,0,3.4850072860717773,9.245033264160156,3.4850072860717773,False
single_sentence_1k,audio__male,Male TTS,35,1,10.70825481414795,0.07651262730360031,10.70825481414795,True
single_sentence_1k,audio__male,Male TTS,35,2,50.118282318115234,77.71308135986328,42.57275390625,False
single_sentence_1k,audio__male,Male TTS,35,3,18.569316864013672,5.811957359313965,9.681896209716797,False
single_sentence_1k,audio__male,Male TTS,35,4,10.834362983703613,0.05024445801973343,0.05024445801973343,False
single_sentence_1k,audio__male,Male TTS,35,5,12.773663520812988,1.6753394603729248,12.773663520812988,True
single_sentence_1k,audio__male,Male TTS,35,6,0.6495206356048584,33.87333679199219,0.6495206356048584,False
single_sentence_1k,audio__male,Male TTS,35,7,68.20789337158203,11.828580856323242,68.20789337158203,True
single_sentence_1k,audio__male,Male TTS,36,0,5.885834217071533,17.303205490112305,5.885834217071533,False
single_sentence_1k,audio__male,Male TTS,36,1,17.573970794677734,0.025782620534300804,17.573970794677734,True
single_sentence_1k,audio__male,Male TTS,36,2,57.363685607910156,96.34739685058594,41.2200927734375,False
single_sentence_1k,audio__male,Male TTS,36,3,21.956422805786133,6.291177272796631,12.74347972869873,False
single_sentence_1k,audio__male,Male TTS,36,4,28.81727409362793,0.023790765553712845,0.023790765553712845,True
single_sentence_1k,audio__male,Male TTS,36,5,0.6910052299499512,1.4491912126541138,0.6910052299499512,True
single_sentence_1k,audio__male,Male TTS,36,6,1.8198269605636597,10.696542739868164,1.8198269605636597,False
single_sentence_1k,audio__male,Male TTS,36,7,0.017157334834337234,0.0064864568412303925,0.017157334834337234,True
single_sentence_1k,audio__male,Male TTS,37,0,8.896008491516113,25.757766723632812,8.896008491516113,False
single_sentence_1k,audio__male,Male TTS,37,1,52.6219596862793,0.24213001132011414,52.6219596862793,True
single_sentence_1k,audio__male,Male TTS,37,2,142.65695190429688,2.263867139816284,1.331521987915039,False
single_sentence_1k,audio__male,Male TTS,37,3,95.33779907226562,55.396907806396484,27.425031661987305,False
single_sentence_1k,audio__male,Male TTS,37,4,0.008024279028177261,0.006345686502754688,0.002099012490361929,False
single_sentence_1k,audio__male,Male TTS,37,5,8.79326057434082,2.6743268966674805,6.388146877288818,False
single_sentence_1k,audio__male,Male TTS,37,6,57.257781982421875,0.09642775356769562,1.9626532793045044,True
single_sentence_1k,audio__male,Male TTS,37,7,27.44285774230957,0.005947906523942947,27.44285774230957,True
single_sentence_1k,audio__male,Male TTS,37,8,0.5826885104179382,0.5795328617095947,0.6684858798980713,False
single_sentence_1k,audio__male,Male TTS,38,0,3.052563428878784,34.76481246948242,3.052563428878784,False
single_sentence_1k,audio__male,Male TTS,38,1,28.472732543945312,4.920680046081543,28.472732543945312,True
single_sentence_1k,audio__male,Male TTS,38,2,0.6238343119621277,0.07409623265266418,0.6238343119621277,True
single_sentence_1k,audio__male,Male TTS,38,3,0.2688990831375122,0.020991461351513863,0.10399952530860901,True
single_sentence_1k,audio__male,Male TTS,38,4,39.363685607910156,0.04631878808140755,1.138959527015686,False
single_sentence_1k,audio__male,Male TTS,38,5,14.315801620483398,1.0951473712921143,1.0951473712921143,False
single_sentence_1k,audio__male,Male TTS,38,6,12.844465255737305,32.97062683105469,12.844465255737305,False
single_sentence_1k,audio__male,Male TTS,38,7,1.0267422199249268,0.35257595777511597,0.6768758296966553,True
single_sentence_1k,audio__male,Male TTS,38,8,3.4682843685150146,16.811763763427734,1.4728965759277344,True
single_sentence_1k,audio__male,Male TTS,39,0,0.009173903614282608,0.0015447018668055534,0.0038671549409627914,False
single_sentence_1k,audio__male,Male TTS,39,1,7.607639312744141,14.301950454711914,12.123513221740723,False
single_sentence_1k,audio__male,Male TTS,39,2,73.72313690185547,2.3547325134277344,1.0786187648773193,True
single_sentence_1k,audio__male,Male TTS,39,3,0.015432516112923622,0.015418597497045994,0.0022113891318440437,False
single_sentence_1k,audio__male,Male TTS,39,4,1.7828788757324219,1.5689737796783447,1.7828788757324219,True
single_sentence_1k,audio__male,Male TTS,39,5,9.475343704223633,1.9540867805480957,9.475343704223633,False
single_sentence_1k,audio__male,Male TTS,39,6,49.786407470703125,6.99813985824585,9.190683364868164,False
single_sentence_1k,audio__male,Male TTS,40,0,1.160136103630066,23.090213775634766,2.861690044403076,False
single_sentence_1k,audio__male,Male TTS,40,1,23.80677032470703,0.0026751100085675716,0.08210375159978867,False
single_sentence_1k,audio__male,Male TTS,40,2,11.458098411560059,0.13951250910758972,0.04726467281579971,True
single_sentence_1k,audio__male,Male TTS,40,3,1.459187626838684,9.047094345092773,1.459187626838684,False
single_sentence_1k,audio__male,Male TTS,41,0,0.3862830400466919,2.9377660751342773,0.05080125853419304,False
single_sentence_1k,audio__male,Male TTS,41,1,4.289685249328613,15.234166145324707,18.380901336669922,False
single_sentence_1k,audio__male,Male TTS,41,2,0.5268918871879578,0.001928795361891389,0.11136685311794281,False
single_sentence_1k,audio__male,Male TTS,41,3,4.638458728790283,49.085872650146484,4.638458728790283,False
single_sentence_1k,audio__male,Male TTS,42,0,9.415170669555664,14.679597854614258,9.415170669555664,False
single_sentence_1k,audio__male,Male TTS,42,1,26.73281478881836,0.3134297728538513,33.76755905151367,False
single_sentence_1k,audio__male,Male TTS,42,2,59.09082794189453,6.097424507141113,7.179007053375244,False
single_sentence_1k,audio__male,Male TTS,42,3,25.636333465576172,0.02461083047091961,3.111692428588867,True
single_sentence_1k,audio__male,Male TTS,42,4,9.515325546264648,0.03139467164874077,0.0897417962551117,True
single_sentence_1k,audio__male,Male TTS,42,5,0.024409079924225807,4.441877365112305,0.0016141238156706095,False
single_sentence_1k,audio__male,Male TTS,42,6,3.2264978885650635,0.2153993397951126,3.2264978885650635,True
single_sentence_1k,audio__male,Male TTS,43,0,0.12369038164615631,6.297873020172119,0.012823511846363544,False
single_sentence_1k,audio__male,Male TTS,43,1,0.29621174931526184,0.7829366326332092,0.15417896211147308,False
